,Smiling,Male,Young,Blond_Hair,Wearing_Hat
049028.jpg,-1,-1,1,1,-1
031137.jpg,-1,1,1,-1,-1
098130.jpg,-1,-1,1,-1,-1
080413.jpg,1,-1,1,-1,-1
097320.jpg,1,1,-1,-1,-1
084231.jpg,-1,-1,1,-1,-1
130602.jpg,1,1,-1,-1,1
175792.jpg,-1,-1,1,-1,-1
031814.jpg,1,-1,1,-1,-1
011476.jpg,-1,-1,1,-1,-1
024516.jpg,1,1,1,-1,-1
102504.jpg,1,-1,1,1,-1
049050.jpg,1,1,1,-1,-1
162779.jpg,-1,1,1,-1,-1
130958.jpg,-1,-1,1,-1,-1
142872.jpg,1,-1,1,1,-1
039541.jpg,1,-1,1,-1,-1
035235.jpg,-1,-1,1,-1,-1
011639.jpg,-1,1,1,-1,-1
201094.jpg,-1,1,-1,-1,-1
033841.jpg,-1,-1,1,-1,1
036750.jpg,1,1,1,-1,-1
107338.jpg,1,-1,1,-1,-1
008011.jpg,-1,-1,1,-1,-1
134488.jpg,-1,-1,1,1,-1
034407.jpg,1,-1,1,-1,-1
159740.jpg,1,1,-1,-1,-1
072926.jpg,1,1,1,-1,-1
010037.jpg,1,-1,1,-1,-1
071782.jpg,1,-1,1,-1,-1
015978.jpg,1,1,1,-1,-1
012792.jpg,-1,1,1,-1,-1
062131.jpg,1,-1,1,1,-1
115740.jpg,-1,1,1,-1,-1
085387.jpg,-1,-1,1,-1,-1
153868.jpg,1,-1,1,-1,1
158600.jpg,1,-1,1,-1,-1
047476.jpg,-1,-1,1,-1,-1
129840.jpg,-1,-1,1,-1,-1
118533.jpg,-1,1,1,-1,-1
152458.jpg,1,1,1,-1,-1
197441.jpg,-1,1,1,-1,-1
030651.jpg,1,1,-1,-1,-1
140462.jpg,-1,-1,1,-1,-1
167033.jpg,1,-1,1,-1,-1
098463.jpg,1,1,1,-1,-1
073769.jpg,1,-1,-1,1,-1
107564.jpg,1,-1,-1,-1,-1
091382.jpg,1,-1,1,-1,-1
063374.jpg,-1,1,-1,-1,-1
053355.jpg,1,-1,1,1,-1
126339.jpg,-1,1,1,-1,1
027891.jpg,-1,1,1,-1,1
089828.jpg,-1,1,-1,-1,-1
084612.jpg,1,-1,1,1,-1
073738.jpg,-1,1,1,-1,-1
013942.jpg,1,-1,1,-1,-1
098468.jpg,1,1,-1,-1,-1
061739.jpg,1,1,1,-1,-1
151952.jpg,-1,1,1,-1,1
141636.jpg,-1,1,1,-1,-1
151496.jpg,1,-1,1,-1,-1
113128.jpg,-1,-1,1,1,-1
015378.jpg,-1,1,-1,-1,-1
173824.jpg,1,1,1,-1,-1
155509.jpg,1,1,1,-1,-1
178662.jpg,1,-1,-1,-1,-1
096247.jpg,1,-1,-1,1,-1
054468.jpg,-1,1,1,-1,-1
098893.jpg,1,-1,1,-1,-1
201054.jpg,-1,-1,1,-1,-1
131228.jpg,1,-1,1,1,-1
197423.jpg,1,1,1,-1,-1
201081.jpg,-1,1,1,-1,-1
008106.jpg,1,-1,1,1,-1
007330.jpg,-1,1,1,-1,-1
126755.jpg,-1,-1,1,-1,-1
178793.jpg,-1,-1,1,-1,-1
019687.jpg,-1,1,1,-1,-1
012340.jpg,1,1,1,-1,-1
103035.jpg,-1,-1,1,-1,-1
149918.jpg,1,-1,1,-1,-1
188394.jpg,1,-1,1,-1,-1
090519.jpg,-1,1,1,-1,-1
070526.jpg,-1,-1,1,-1,-1
057696.jpg,-1,-1,1,1,-1
053363.jpg,1,-1,1,1,-1
177115.jpg,1,-1,1,-1,-1
156281.jpg,1,-1,-1,-1,-1
187640.jpg,-1,1,-1,-1,-1
030002.jpg,-1,-1,1,1,-1
082646.jpg,1,-1,1,-1,1
199511.jpg,-1,-1,1,-1,-1
074530.jpg,1,-1,1,-1,-1
008480.jpg,-1,1,1,-1,-1
059700.jpg,1,-1,1,-1,-1
065785.jpg,1,-1,1,-1,-1
083503.jpg,1,-1,1,-1,-1
006706.jpg,-1,1,1,-1,-1
009556.jpg,1,1,1,-1,-1
040742.jpg,1,-1,-1,1,-1
060446.jpg,-1,-1,1,-1,1
024421.jpg,1,1,-1,-1,-1
124770.jpg,-1,1,1,-1,-1
180630.jpg,1,1,1,-1,-1
082411.jpg,1,-1,1,-1,-1
160393.jpg,-1,1,-1,-1,-1
167305.jpg,-1,1,-1,-1,-1
110691.jpg,-1,1,-1,-1,-1
180012.jpg,1,1,-1,-1,-1
043919.jpg,1,1,1,-1,-1
123034.jpg,1,-1,1,1,-1
199831.jpg,1,-1,-1,-1,-1
100127.jpg,-1,1,1,-1,-1
122223.jpg,-1,1,-1,-1,-1
056790.jpg,-1,1,1,-1,-1
027896.jpg,1,1,1,-1,-1
139949.jpg,-1,-1,1,-1,-1
066570.jpg,-1,1,-1,-1,-1
125218.jpg,-1,1,1,-1,1
107025.jpg,-1,1,-1,-1,-1
059944.jpg,1,1,1,-1,-1
006701.jpg,-1,-1,1,-1,-1
080590.jpg,-1,1,-1,-1,-1
105563.jpg,1,-1,-1,-1,-1
096892.jpg,1,-1,1,-1,-1
202339.jpg,1,-1,-1,1,-1
070176.jpg,-1,-1,1,-1,-1
127436.jpg,1,1,-1,-1,1
097072.jpg,1,-1,1,1,-1
105757.jpg,1,-1,-1,-1,-1
007256.jpg,1,-1,1,-1,-1
147495.jpg,1,-1,1,-1,-1
089873.jpg,1,-1,1,-1,-1
199049.jpg,1,-1,-1,-1,-1
198914.jpg,1,-1,-1,-1,-1
007349.jpg,1,1,-1,-1,1
154779.jpg,-1,-1,1,-1,-1
094415.jpg,-1,1,-1,-1,-1
055712.jpg,-1,-1,1,1,-1
038239.jpg,-1,-1,1,-1,-1
202377.jpg,1,-1,-1,-1,-1
135533.jpg,-1,-1,1,-1,-1
159849.jpg,1,-1,1,-1,-1
092154.jpg,1,-1,1,-1,-1
007601.jpg,-1,-1,1,-1,-1
174531.jpg,-1,1,-1,-1,-1
080852.jpg,1,-1,1,1,-1
064719.jpg,-1,1,1,-1,-1
064407.jpg,1,-1,1,-1,-1
196424.jpg,1,-1,1,-1,-1
175742.jpg,1,-1,1,-1,-1
186930.jpg,1,1,-1,-1,-1
180031.jpg,1,-1,-1,1,-1
103611.jpg,-1,-1,1,-1,-1
105227.jpg,1,-1,1,-1,-1
076411.jpg,1,-1,1,1,-1
064222.jpg,1,1,1,-1,-1
065513.jpg,-1,-1,1,-1,-1
069051.jpg,-1,-1,1,-1,1
104437.jpg,-1,1,1,-1,-1
142059.jpg,-1,1,-1,-1,-1
170422.jpg,-1,1,1,-1,-1
090717.jpg,-1,1,1,-1,-1
060536.jpg,-1,1,-1,-1,-1
062271.jpg,1,-1,-1,-1,-1
134553.jpg,-1,-1,1,-1,-1
094348.jpg,1,-1,1,1,-1
122336.jpg,-1,-1,1,-1,-1
127715.jpg,-1,1,-1,-1,-1
168921.jpg,1,-1,1,-1,-1
165672.jpg,-1,-1,1,-1,-1
085355.jpg,1,1,1,1,-1
122209.jpg,-1,-1,1,1,-1
151866.jpg,-1,-1,1,-1,-1
119949.jpg,1,1,-1,-1,-1
102234.jpg,-1,-1,1,-1,-1
103759.jpg,-1,1,1,-1,-1
022876.jpg,-1,-1,-1,-1,-1
047318.jpg,-1,-1,1,1,-1
136623.jpg,-1,1,1,-1,-1
117864.jpg,1,1,1,-1,-1
019049.jpg,1,-1,-1,-1,-1
003162.jpg,-1,-1,1,-1,-1
120029.jpg,-1,1,1,-1,1
035384.jpg,-1,1,1,-1,-1
078315.jpg,-1,1,-1,-1,-1
125588.jpg,1,-1,1,-1,-1
007686.jpg,-1,-1,1,-1,-1
085315.jpg,-1,-1,1,-1,-1
096116.jpg,1,1,-1,-1,-1
049404.jpg,-1,-1,1,-1,-1
000130.jpg,1,1,1,-1,-1
041848.jpg,1,1,1,-1,-1
141562.jpg,1,-1,-1,1,-1
035828.jpg,-1,1,-1,-1,1
181161.jpg,-1,1,-1,-1,-1
042354.jpg,-1,1,1,-1,-1
114570.jpg,1,1,1,-1,-1
175024.jpg,-1,1,-1,-1,-1
146022.jpg,-1,-1,1,1,-1
039496.jpg,1,-1,1,-1,-1
023274.jpg,-1,-1,1,-1,-1
085743.jpg,1,-1,1,-1,-1
048834.jpg,-1,1,-1,-1,-1
029850.jpg,1,-1,1,-1,-1
176461.jpg,1,1,-1,-1,-1
157185.jpg,1,-1,-1,-1,-1
082242.jpg,-1,1,1,-1,-1
091960.jpg,-1,-1,1,-1,-1
084903.jpg,1,1,-1,-1,-1
151789.jpg,-1,-1,1,1,-1
157750.jpg,1,-1,1,-1,-1
150362.jpg,-1,1,1,-1,-1
197746.jpg,1,-1,1,-1,-1
192012.jpg,-1,1,-1,-1,-1
162020.jpg,1,-1,1,-1,-1
009759.jpg,-1,-1,1,1,-1
171022.jpg,-1,1,-1,-1,-1
062852.jpg,-1,1,1,-1,-1
085839.jpg,1,-1,1,-1,-1
194318.jpg,-1,1,1,-1,-1
128176.jpg,-1,-1,1,-1,-1
060475.jpg,1,1,1,-1,-1
140182.jpg,1,-1,1,1,-1
054879.jpg,1,-1,1,-1,-1
055291.jpg,-1,1,-1,-1,-1
069887.jpg,-1,1,-1,-1,-1
152279.jpg,-1,-1,1,-1,-1
109776.jpg,1,1,1,-1,1
045860.jpg,-1,-1,1,-1,-1
078342.jpg,1,1,-1,-1,-1
080720.jpg,1,-1,1,-1,1
008354.jpg,-1,-1,1,-1,-1
068790.jpg,1,1,-1,-1,-1
096223.jpg,1,-1,1,-1,-1
092330.jpg,-1,1,1,-1,1
191870.jpg,1,1,1,-1,-1
036557.jpg,-1,1,1,-1,-1
135666.jpg,1,-1,1,1,-1
148334.jpg,-1,1,-1,-1,-1
119072.jpg,-1,-1,1,1,-1
171423.jpg,-1,-1,1,-1,-1
127927.jpg,-1,1,1,-1,-1
176907.jpg,1,1,-1,-1,-1
053428.jpg,-1,1,-1,-1,-1
172164.jpg,-1,1,1,-1,-1
010257.jpg,-1,-1,1,-1,-1
155951.jpg,1,-1,1,1,-1
048007.jpg,-1,-1,-1,1,-1
003064.jpg,-1,1,-1,-1,-1
053803.jpg,1,1,-1,-1,-1
094540.jpg,1,-1,1,1,-1
009455.jpg,-1,-1,1,-1,-1
157822.jpg,1,-1,1,-1,-1
147646.jpg,-1,1,1,-1,-1
037485.jpg,1,1,-1,-1,-1
044781.jpg,1,-1,-1,-1,-1
165058.jpg,-1,-1,1,1,-1
028882.jpg,1,1,-1,-1,-1
037333.jpg,-1,-1,1,-1,-1
051514.jpg,-1,1,1,-1,-1
191098.jpg,-1,-1,1,-1,-1
074196.jpg,-1,1,-1,-1,-1
102732.jpg,1,1,-1,-1,-1
008932.jpg,1,-1,1,1,-1
119907.jpg,1,-1,1,-1,-1
171766.jpg,1,1,1,-1,-1
184172.jpg,1,-1,1,-1,-1
096374.jpg,1,-1,1,-1,-1
055514.jpg,1,1,1,-1,-1
168773.jpg,1,-1,1,-1,-1
074536.jpg,-1,1,1,-1,-1
064210.jpg,1,-1,1,-1,-1
143393.jpg,1,1,1,-1,-1
086697.jpg,1,-1,1,1,-1
075725.jpg,1,-1,1,1,-1
154435.jpg,1,1,1,-1,-1
029133.jpg,-1,1,1,-1,-1
193138.jpg,-1,-1,1,1,-1
177540.jpg,-1,-1,1,-1,-1
191339.jpg,-1,-1,1,-1,-1
043367.jpg,1,-1,1,1,-1
004912.jpg,1,1,1,-1,-1
071572.jpg,-1,-1,1,-1,-1
148106.jpg,-1,1,1,-1,-1
145420.jpg,1,-1,1,1,-1
177160.jpg,-1,1,1,-1,-1
171143.jpg,-1,-1,1,-1,-1
029171.jpg,1,-1,-1,-1,-1
176719.jpg,1,-1,1,-1,-1
002914.jpg,-1,-1,1,-1,-1
190043.jpg,1,-1,-1,-1,-1
192503.jpg,-1,1,1,-1,-1
148557.jpg,1,1,1,-1,-1
131988.jpg,1,1,-1,-1,-1
086255.jpg,-1,-1,1,-1,-1
196850.jpg,-1,1,1,-1,-1
125792.jpg,-1,1,1,-1,-1
151345.jpg,-1,-1,1,1,-1
067666.jpg,1,-1,1,-1,-1
151114.jpg,-1,-1,1,-1,-1
111509.jpg,-1,-1,1,-1,-1
164019.jpg,1,-1,-1,1,-1
137265.jpg,1,-1,1,-1,-1
051807.jpg,-1,1,-1,-1,-1
197641.jpg,-1,1,1,-1,-1
135228.jpg,-1,-1,1,-1,-1
176166.jpg,-1,-1,-1,-1,-1
122939.jpg,-1,1,1,-1,-1
088087.jpg,1,-1,1,-1,-1
161847.jpg,-1,-1,1,-1,-1
108218.jpg,-1,-1,1,-1,1
003290.jpg,-1,-1,1,-1,-1
149266.jpg,-1,1,-1,-1,-1
017841.jpg,1,-1,1,-1,-1
034225.jpg,-1,1,-1,-1,-1
198497.jpg,-1,-1,1,-1,-1
170785.jpg,-1,-1,1,1,-1
192519.jpg,1,-1,1,-1,-1
176176.jpg,1,1,1,-1,-1
088417.jpg,1,-1,-1,1,-1
041192.jpg,-1,1,1,-1,-1
048241.jpg,-1,1,1,-1,-1
151381.jpg,-1,1,-1,-1,-1
074464.jpg,1,-1,1,-1,-1
184336.jpg,-1,-1,1,-1,-1
028264.jpg,-1,1,1,-1,-1
157019.jpg,1,-1,1,1,-1
137072.jpg,-1,1,1,-1,-1
119799.jpg,-1,-1,1,-1,-1
054259.jpg,-1,-1,1,1,-1
088382.jpg,-1,-1,1,-1,-1
039576.jpg,1,-1,-1,1,-1
049715.jpg,1,-1,1,-1,-1
185008.jpg,1,1,1,-1,-1
077663.jpg,1,1,-1,-1,1
152314.jpg,1,1,1,-1,-1
049639.jpg,-1,-1,1,-1,-1
029620.jpg,1,-1,-1,-1,-1
006346.jpg,1,1,1,-1,-1
040946.jpg,-1,-1,1,-1,-1
003659.jpg,-1,-1,-1,-1,-1
115210.jpg,1,-1,-1,-1,-1
026019.jpg,1,-1,1,-1,-1
194642.jpg,1,1,1,1,-1
004083.jpg,1,-1,1,-1,-1
157075.jpg,-1,-1,1,-1,-1
148958.jpg,1,-1,1,-1,-1
200098.jpg,-1,-1,1,-1,-1
168471.jpg,-1,-1,1,-1,-1
190410.jpg,1,1,1,-1,-1
038031.jpg,-1,1,1,-1,-1
177718.jpg,-1,-1,1,1,-1
114484.jpg,1,-1,-1,-1,-1
104857.jpg,1,1,-1,-1,-1
031308.jpg,1,-1,-1,-1,-1
170608.jpg,-1,-1,1,-1,-1
155913.jpg,-1,1,-1,-1,-1
082796.jpg,1,-1,1,-1,-1
037295.jpg,-1,-1,1,-1,-1
045184.jpg,-1,1,1,1,-1
196195.jpg,-1,1,1,-1,1
062676.jpg,1,-1,1,1,-1
011472.jpg,1,1,1,-1,-1
060181.jpg,-1,1,1,-1,-1
162215.jpg,1,1,1,1,-1
049425.jpg,-1,-1,1,-1,-1
163314.jpg,-1,-1,-1,-1,-1
015646.jpg,1,-1,1,1,-1
140447.jpg,-1,1,-1,-1,-1
071768.jpg,1,-1,1,-1,-1
201670.jpg,-1,-1,1,-1,-1
177142.jpg,-1,1,1,-1,-1
003798.jpg,1,-1,1,-1,-1
196449.jpg,1,-1,1,-1,-1
147296.jpg,1,1,-1,-1,-1
109996.jpg,1,1,1,-1,-1
115205.jpg,-1,-1,1,-1,-1
200270.jpg,1,1,1,-1,-1
087339.jpg,1,-1,-1,-1,-1
013712.jpg,-1,1,-1,-1,-1
125870.jpg,-1,-1,1,-1,-1
186838.jpg,1,1,-1,-1,-1
091736.jpg,1,-1,1,1,-1
114195.jpg,1,1,-1,-1,-1
148848.jpg,-1,1,1,-1,-1
168211.jpg,1,1,1,-1,-1
109550.jpg,-1,-1,1,1,-1
191969.jpg,1,1,1,-1,-1
003955.jpg,-1,1,-1,-1,-1
097986.jpg,-1,-1,1,-1,-1
079067.jpg,-1,1,-1,-1,1
095262.jpg,1,-1,1,1,-1
158879.jpg,1,-1,1,-1,-1
029808.jpg,-1,1,1,-1,-1
079615.jpg,-1,-1,1,1,-1
134577.jpg,1,1,-1,-1,-1
169548.jpg,-1,1,-1,-1,-1
020239.jpg,1,1,1,-1,-1
142726.jpg,1,1,1,-1,-1
195422.jpg,1,-1,-1,-1,-1
018476.jpg,-1,-1,1,1,-1
107163.jpg,-1,-1,1,-1,-1
138551.jpg,1,-1,1,-1,-1
105745.jpg,-1,-1,1,-1,-1
147562.jpg,1,-1,1,1,-1
195212.jpg,-1,1,1,-1,-1
080747.jpg,1,-1,1,-1,-1
018085.jpg,-1,-1,1,-1,-1
028424.jpg,1,1,1,-1,-1
002864.jpg,1,-1,-1,-1,-1
042827.jpg,1,1,1,-1,-1
166353.jpg,-1,1,1,-1,-1
163661.jpg,-1,-1,1,-1,-1
087093.jpg,-1,1,1,-1,1
069809.jpg,-1,1,1,-1,-1
091574.jpg,-1,-1,1,-1,-1
193697.jpg,1,1,-1,-1,-1
111945.jpg,-1,1,1,-1,-1
001037.jpg,-1,-1,1,-1,-1
131694.jpg,-1,-1,1,-1,-1
012914.jpg,-1,-1,-1,-1,-1
087005.jpg,-1,1,1,-1,-1
023538.jpg,-1,-1,1,1,-1
147906.jpg,1,1,1,-1,-1
124874.jpg,-1,1,1,-1,1
161988.jpg,1,1,-1,-1,-1
130720.jpg,1,-1,1,1,-1
135246.jpg,-1,1,-1,-1,-1
101481.jpg,1,1,-1,-1,-1
129246.jpg,-1,-1,1,1,-1
034968.jpg,-1,1,1,-1,-1
042949.jpg,-1,1,-1,-1,1
079574.jpg,1,-1,-1,-1,-1
157489.jpg,1,1,1,-1,-1
191344.jpg,-1,-1,1,-1,-1
170752.jpg,-1,-1,1,-1,-1
117159.jpg,1,-1,-1,-1,-1
157258.jpg,1,-1,1,1,-1
175567.jpg,1,1,-1,-1,-1
049379.jpg,1,-1,1,-1,-1
163006.jpg,-1,-1,1,-1,-1
199914.jpg,1,1,-1,-1,-1
049426.jpg,-1,-1,1,1,-1
049331.jpg,-1,1,1,-1,-1
096891.jpg,1,-1,1,-1,-1
087084.jpg,1,-1,1,-1,-1
127917.jpg,-1,-1,1,-1,-1
133759.jpg,-1,-1,1,-1,-1
046763.jpg,1,-1,1,1,-1
119749.jpg,1,1,-1,-1,-1
038850.jpg,1,-1,1,-1,-1
034893.jpg,-1,-1,1,-1,-1
068953.jpg,-1,-1,1,-1,-1
121628.jpg,1,-1,1,-1,-1
129405.jpg,1,-1,1,-1,-1
193895.jpg,-1,-1,1,-1,-1
066114.jpg,1,-1,-1,-1,-1
032860.jpg,-1,1,1,-1,-1
039445.jpg,-1,1,1,-1,-1
109499.jpg,-1,1,-1,-1,-1
120338.jpg,-1,1,1,-1,-1
053098.jpg,1,-1,1,-1,-1
015761.jpg,1,-1,1,-1,-1
126272.jpg,1,-1,1,-1,-1
124513.jpg,-1,1,-1,-1,-1
043758.jpg,1,-1,1,-1,-1
039373.jpg,-1,1,-1,-1,-1
168897.jpg,1,-1,1,-1,-1
093441.jpg,1,1,-1,-1,-1
063098.jpg,-1,1,1,-1,-1
136780.jpg,1,-1,-1,1,-1
089213.jpg,-1,1,1,-1,-1
050707.jpg,-1,-1,1,-1,-1
171663.jpg,-1,-1,1,-1,-1
040562.jpg,-1,-1,1,-1,-1
043327.jpg,-1,-1,1,-1,-1
193827.jpg,1,-1,1,-1,-1
201994.jpg,-1,-1,1,1,-1
118047.jpg,1,1,1,-1,-1
189313.jpg,-1,-1,-1,-1,-1
158257.jpg,-1,-1,1,-1,-1
007472.jpg,-1,-1,1,-1,-1
161037.jpg,1,-1,-1,-1,-1
093384.jpg,1,1,1,-1,-1
022215.jpg,-1,-1,1,-1,-1
003236.jpg,-1,-1,1,-1,-1
100258.jpg,1,-1,-1,-1,-1
023502.jpg,1,1,1,-1,-1
086248.jpg,1,-1,1,1,-1
142930.jpg,1,-1,1,-1,-1
022409.jpg,1,-1,1,1,-1
064314.jpg,1,-1,1,-1,-1
169101.jpg,1,-1,1,-1,-1
084886.jpg,-1,-1,1,-1,-1
103335.jpg,1,-1,1,-1,-1
064424.jpg,-1,-1,1,-1,-1
053993.jpg,1,-1,1,-1,-1
140575.jpg,1,-1,1,-1,-1
160693.jpg,1,-1,1,1,-1
036290.jpg,1,-1,1,-1,-1
024594.jpg,-1,1,-1,-1,-1
028845.jpg,1,1,1,-1,-1
090005.jpg,-1,1,1,-1,-1
191313.jpg,1,-1,1,1,-1
134826.jpg,-1,1,-1,-1,-1
037451.jpg,1,1,-1,-1,-1
186556.jpg,-1,1,1,-1,-1
118734.jpg,1,-1,1,-1,-1
032484.jpg,1,-1,1,1,-1
114185.jpg,1,-1,1,-1,-1
166577.jpg,1,-1,1,1,-1
078411.jpg,-1,-1,1,-1,-1
099400.jpg,-1,1,1,-1,-1
182831.jpg,1,1,-1,-1,-1
095390.jpg,1,-1,1,1,-1
038094.jpg,-1,1,1,-1,-1
059171.jpg,1,-1,1,-1,-1
200656.jpg,1,1,1,-1,1
001977.jpg,-1,1,1,-1,-1
046461.jpg,-1,1,1,-1,-1
183728.jpg,-1,-1,1,-1,-1
073365.jpg,1,-1,-1,1,-1
085466.jpg,1,-1,1,1,-1
089734.jpg,1,-1,1,-1,-1
149160.jpg,-1,1,1,-1,-1
169731.jpg,1,-1,1,-1,-1
161906.jpg,1,-1,-1,-1,-1
022283.jpg,1,-1,1,-1,-1
128894.jpg,-1,1,1,-1,-1
156013.jpg,1,-1,1,1,-1
076662.jpg,1,-1,1,1,-1
048301.jpg,-1,-1,1,-1,-1
168106.jpg,1,-1,-1,-1,-1
160332.jpg,1,1,-1,-1,-1
011689.jpg,-1,1,-1,-1,-1
034725.jpg,1,1,1,-1,-1
115390.jpg,1,-1,1,-1,-1
102227.jpg,1,1,1,-1,-1
036118.jpg,1,-1,1,-1,-1
097338.jpg,-1,-1,1,1,-1
178281.jpg,1,-1,1,1,-1
129955.jpg,1,-1,1,1,-1
037750.jpg,1,-1,-1,1,-1
178282.jpg,1,-1,1,1,-1
147574.jpg,-1,-1,1,-1,-1
191108.jpg,1,-1,1,-1,-1
174823.jpg,1,1,-1,-1,-1
136425.jpg,-1,1,-1,-1,-1
051801.jpg,1,-1,1,-1,-1
087012.jpg,-1,1,-1,-1,-1
127198.jpg,-1,-1,1,-1,-1
083811.jpg,1,-1,1,-1,-1
080379.jpg,-1,1,1,-1,-1
187793.jpg,-1,1,-1,-1,-1
125132.jpg,1,-1,1,1,-1
099778.jpg,1,-1,-1,1,-1
074592.jpg,1,-1,1,-1,-1
145045.jpg,-1,-1,1,-1,-1
182599.jpg,1,1,-1,-1,-1
018839.jpg,-1,-1,1,-1,-1
121957.jpg,-1,1,1,-1,-1
103590.jpg,-1,-1,1,-1,-1
092876.jpg,1,-1,-1,-1,-1
052151.jpg,1,1,1,-1,-1
193968.jpg,-1,1,1,-1,-1
008645.jpg,-1,1,1,-1,-1
141390.jpg,-1,1,1,-1,-1
194895.jpg,1,1,1,-1,-1
131044.jpg,-1,-1,1,1,-1
118094.jpg,-1,-1,1,-1,-1
163345.jpg,-1,-1,1,-1,-1
079525.jpg,-1,1,-1,-1,-1
202525.jpg,-1,1,-1,-1,-1
026149.jpg,1,-1,1,-1,-1
162432.jpg,1,-1,1,-1,-1
102388.jpg,1,-1,1,1,-1
014492.jpg,-1,1,1,-1,-1
140315.jpg,-1,-1,-1,1,-1
003449.jpg,-1,-1,1,-1,-1
201481.jpg,1,-1,1,-1,-1
059652.jpg,1,1,1,-1,-1
131884.jpg,1,-1,1,1,-1
196596.jpg,1,-1,1,1,-1
131825.jpg,1,-1,-1,-1,-1
084950.jpg,-1,-1,1,-1,-1
056218.jpg,1,1,1,-1,-1
017071.jpg,1,-1,1,-1,-1
125272.jpg,-1,-1,1,-1,-1
146940.jpg,-1,1,1,-1,-1
002842.jpg,-1,-1,1,-1,-1
022664.jpg,1,1,1,-1,-1
070388.jpg,1,-1,1,1,-1
163341.jpg,-1,1,-1,-1,-1
056617.jpg,1,-1,1,-1,-1
053516.jpg,1,-1,1,-1,-1
055931.jpg,1,-1,1,-1,-1
184362.jpg,-1,-1,1,-1,-1
049846.jpg,-1,-1,1,-1,-1
089663.jpg,-1,-1,1,-1,-1
183542.jpg,1,-1,1,-1,-1
135086.jpg,1,-1,1,-1,-1
034455.jpg,1,-1,-1,-1,-1
134852.jpg,1,-1,1,-1,-1
013749.jpg,1,-1,1,-1,-1
049480.jpg,1,1,1,-1,-1
123869.jpg,1,-1,1,-1,-1
154864.jpg,-1,-1,1,-1,-1
001458.jpg,-1,1,-1,-1,-1
134936.jpg,1,-1,1,-1,-1
169611.jpg,1,-1,1,-1,-1
162399.jpg,-1,-1,1,-1,-1
034368.jpg,1,-1,1,1,-1
170795.jpg,1,-1,1,-1,-1
187834.jpg,-1,1,1,-1,-1
020819.jpg,1,-1,1,-1,-1
074550.jpg,1,-1,-1,-1,-1
036341.jpg,-1,1,-1,1,-1
142778.jpg,-1,1,1,-1,-1
044524.jpg,-1,-1,1,-1,-1
149541.jpg,-1,1,-1,-1,-1
014912.jpg,1,1,-1,-1,-1
059935.jpg,1,1,-1,-1,-1
046694.jpg,1,-1,1,1,-1
150371.jpg,-1,-1,1,-1,-1
120946.jpg,1,1,1,-1,-1
097527.jpg,1,-1,-1,-1,-1
196153.jpg,-1,-1,1,-1,-1
015672.jpg,1,-1,1,-1,-1
018847.jpg,-1,1,-1,-1,-1
078688.jpg,1,1,-1,-1,-1
139735.jpg,1,1,-1,-1,-1
102290.jpg,1,1,-1,-1,-1
125946.jpg,1,1,1,-1,-1
013679.jpg,1,1,1,-1,-1
113544.jpg,1,-1,1,-1,-1
061548.jpg,-1,1,-1,-1,-1
125424.jpg,-1,1,1,-1,-1
093561.jpg,-1,1,1,-1,1
068031.jpg,1,-1,1,-1,-1
071716.jpg,-1,1,1,-1,-1
171756.jpg,1,-1,1,-1,-1
100927.jpg,-1,-1,1,1,-1
087585.jpg,-1,-1,-1,-1,-1
134865.jpg,-1,1,-1,-1,1
100267.jpg,1,-1,1,1,-1
048861.jpg,1,-1,1,-1,-1
083341.jpg,1,-1,1,-1,-1
168896.jpg,-1,-1,1,1,-1
081746.jpg,1,-1,1,-1,-1
013783.jpg,1,-1,1,1,-1
197030.jpg,1,1,1,-1,-1
156189.jpg,1,1,1,-1,-1
089860.jpg,-1,1,1,-1,-1
143649.jpg,1,1,1,-1,-1
161820.jpg,1,-1,1,1,-1
070839.jpg,1,-1,1,-1,-1
163531.jpg,-1,1,-1,-1,-1
189984.jpg,1,1,-1,-1,-1
160455.jpg,-1,1,-1,-1,1
015054.jpg,-1,-1,1,-1,-1
115183.jpg,1,-1,-1,1,-1
056900.jpg,1,-1,1,-1,-1
044967.jpg,-1,-1,1,-1,-1
060853.jpg,-1,-1,1,-1,-1
188871.jpg,1,-1,1,-1,-1
178089.jpg,1,-1,-1,1,-1
012190.jpg,-1,1,1,-1,-1
196723.jpg,-1,-1,1,-1,-1
108884.jpg,-1,1,-1,-1,-1
112698.jpg,1,-1,1,1,-1
064001.jpg,1,-1,1,-1,1
115460.jpg,1,-1,1,-1,-1
042935.jpg,1,-1,1,1,-1
197433.jpg,1,-1,1,1,-1
027608.jpg,-1,-1,1,-1,1
021203.jpg,1,1,1,-1,-1
176310.jpg,1,-1,1,-1,-1
194677.jpg,1,1,-1,-1,-1
012616.jpg,1,-1,1,-1,-1
048807.jpg,-1,-1,1,-1,-1
190464.jpg,1,1,1,-1,-1
077025.jpg,1,-1,1,-1,-1
004569.jpg,-1,-1,-1,-1,-1
161151.jpg,-1,-1,1,-1,-1
082616.jpg,1,-1,1,-1,-1
042841.jpg,1,-1,1,-1,-1
197147.jpg,-1,1,1,-1,-1
039456.jpg,1,-1,1,1,-1
089762.jpg,1,-1,1,-1,-1
130961.jpg,1,-1,1,-1,-1
078170.jpg,1,-1,1,-1,-1
123495.jpg,1,-1,1,-1,-1
